Question	Potentially_Pejorative
网王小说有没有好看的（不是玛丽苏）网王文可不可以发给我 	None
请介绍一些养颜秘方谢谢 	None
请评价我的基金组合富国天博博时裕富 	None
铁锅为什么越烧越黑,有什么办法可以除去吗? 	None
企业申请需要什么？ 	None
溶液浓度问题在标准状况下，1L水中溶解700LNH3，所得溶液的 	None
我该怎么办?我很喜欢一个男孩，付出了很多，从没想过要得到怎样的回 	None
上海到连云港有晚上的火车吗？ 	None
敏力系射手不能学技能吗？一个也不要吗？ 	None
背景在哪儿设置？ 	None
隆鼻问题张医生，我的鼻头简直太大了，有点崩溃，需要做什么项目 	None
怎样学习高中的理科(数学、物理、化学、生物）请详细介绍数学的学习 	None
成本会计某工业企业12月份商品产品成本表中可比产品本年累计总成本 	None
这才是真正的专家.我记得2.27大跌的晚上,清泉发表一篇没有利空 	None
为什么我的邮箱通不过验证！我在进行邮箱验证，可是把邮箱验证码输入 	None
2007年中国写字楼市场分析及投资咨询报告 	None
文言翻译，“天行健，君子以自强不息；地势坤，君子以厚德载物” 	None
关于火车票的问题我想买北京西－荆门的火车票硬卧3张，谁可以提供相 	None
父亲去世时，有人在他的墓碑写了母亲的名字，这对母亲来说是否不太好? 	None
MM高手进！！！！！！1。MM的狂魔技能有哪些？魔圣技能有哪些？ 	None
有什么最新流行的歌曲吗 	None
详解典型盘口及其思维定式五（五）平手与平半球之间的变化这种盘口往 	None
小学六年级的问题A物有8条腿，B物有6条腿和2对翅膀，C物有6条 	None
持续了六个月的毛细支气管炎该怎么办？宝宝出生没有满月的时候睡觉呼 	None
坦克和直升机直升机是坦克杀手有没有坦克安装地空导弹的，威力小一点 	None
在数控机床法拉克系统中要如何设置才能使编入MDI的程序不自动删除? 	None
天津哪家医院哪个大夫治疗类风湿比较好, 	None
激活码是什么?哪位ggjj告诉小弟 	None
失眠求解救|没有什么如果 	None
看来R9又是错1场！（实图） 	None
当前威胁世界和平和稳定的主要因素是1国际恐怖主义活动2民族矛盾与 	Potentially
我是一个坤+8套鬼怎么才能单刷飞升135战场如题，方法说明白点。 	None
请删除惠潮《亡父三周年祭》，谢谢 	None
腌过得干鱼有怎样得做法我有一个朋友从青海带了点干鱼过来，我不知道 	None
到上海罗阳路388号怎么走?从通河新村出发.地铁的话是从几号出口 	None
勒芒	None
谁知道CCTV3的电视书场为什么停播了？以后是否还会播出？很喜欢 	None
清泉老师：601628如何操作？ 	None
宝宝的食欲问题？各位好！我宝宝十三个月了，可他的食欲一点也不好， 	None
公司成员进行内部培训收一定培训费用是违法的吗？ 	None
救命呀，玩魔兽争霸的时候会突然花屏我才买的电脑玩魔兽争霸的时候会 	None
我考了392分能上湖南科技学院潇湘学院土木工程系吗能靠上吗？ 	None
谁有这方面经历，到底还还追不追啊？我确定以前她对我有好感，上次我 	None
宝宝现在10个月了,妈妈说不能吃鸡肉?是真的吗?可是我想吃哦!请? 	None
用招商银行卡在农业银行ATM取钱为什么没要手续费?同城的 	None
我家墙面是白色地面是黄色的窗帘买什么颜色的好 	None
跑跑的声音问题进入游戏后，玩一会就没声音了，高手指教~~我电脑什 	None
为什么我一进游戏必须得更新5个文件``每次都得更新？如题 	None
请问从不生病是好呢？还是不好？我的身体从十几岁开始后一直以来都几 	None
Excel单元格如何强制输入或粘贴无空格的姓名给别人预设空白表格 	None
请问单人旁加一个瓜是什么字啊？为什么在字典上找不到啊？ 	None
一台电脑能开两好么我现在24级新手技能加满听手全洗要88想重创号 	None
关于暗黑刷套装的问题我想刷一些套装送给朋友，请问西刚套装，不朽之 	None
哪种防晒霜好？夏天要到了，脸上又是护肤品又是防晒霜，有时还需要来 	None
战网的问题下载了注册表就直接可以进了吗？有没有其他什么要注意的？ 	None
悬赏···男生乳头怎么缩小？小时候喜欢摸自己的一边的乳头睡觉长大 	None
三点共线怎么证明？已知三角形ABC在平面α外，它的三边所在直线分 	None
怎样修改博客的名称 	None
100分：哪种局域网管理软件能够监控到局域网中其它任何一台电脑正? 	None
求助怎么上属性求个火7、8的方法。知道的告诉下，谢谢。 	None
我想知道成都的立交桥，最好是＂人南立交桥＂有外观，形象，就行．多? 	None
请教四月份五月份什么日子搬家比较好本人属兔,我老公属猴,儿子属龙 	None
<雨说>你想对雨说些什么?求答案&lt;雨说&gt;你想对雨说些 	None
“增えるんじゃない”时增加了还是没有增加？“じゃない”是双重否定? 	None
为什么我的5.1声道的音箱只有主音箱有声音？为什么我的主音箱有声 	None
（1.75	None
段晓飞和张晓厦的成婚率有多高段晓飞和张晓厦可能结婚吗 	None
我是战斧请问我要带什么宝宝OK就好呢？我每次PK就是因为不知道带 	None
用17寸的液晶显示器最佳分辨率1280x1024字有多小？我想买 	None
问题最近我总是感觉心情很不好，有时会为一点小事而闹情绪，我想问一 	None
问一个关于精灵坐骑的问题迅捷霜刃豹买了个多月了现在骑上去觉得不太 	None
请教有经验的姐妹们`宝宝就快4个月了`不知道要先给宝宝添加什么辅 	None
NOKIA1680c用数据线连接电脑还要安装驱动么?为什么电脑提 	None
诺基亚5800和N85都有什么特色？ 	None
八字须，往上翘，说话好像娃娃叫，只洗脸，不梳头，夜行不用灯光照 	None
在2006年12月31日前，理财金账户享受银行管家服务无需缴纳收? 	None
姐妹们！我最后一第月经来的是，8月24，可我不知怀BB到底多久了? 	None
普通银行卡可以网上购物吗？速度，急办理网上银行功能和网上购物功能 	None
标志207r的大眼睛和小丑套的其余4件都在那里刷知道的说一下？？? 	None
请有经验的美女回答？我和老公做爱的时候，白带特别多，有的时候ＪＪ 	None
浑身是奶学姐，国米看0的理由是什么呢？请你告之一二，谢谢。 	None
9月26更新？？？9月26更新，更到什么时间才能进游戏啊？？？？ 	None
玛尼墙是做什么用的藏族的玛尼墙是用来做什么的？ 	None
600113,是向上突破走势吗？？ 	None
降息将使美圆将下跌多少？再有不到3个月，美国可能就要开始降息，如 	None
问百家姓中各姓氏的由来,谁能全列出来哦!在此谢咯! 	None
我在装修新房，电热水器什么牌子的好？我在装修新房，需要买电热水器 	None
８万元左右的私家用车选什么好？着重考虑一下几个方面：１、经济省油? 	None
企事业单位能否购买国债 	None
绿口怪在哪抓啊，两个1层都有网上给的那个坐标，是杰村那边的还是另? 	None
爱问高手真多啊，果然3：1~~~~~~~~厉害，呵呵……老纳佩服 	None
VB问题VB中a(i)和aa(i)都表示什么意思，在什么情况下用 	None
166期两个任8，心酸 	None
有谁知道LX开通电话冲值了吗？？不知道LX有没有开通电话冲值的~ 	None
刻苦读书的成语来几条. 	None
龙精石，帮帮忙我的到了两快石头，可是净化剑只能净化一次，有一块， 	None
妈妈对这个家没什么感情我觉得妈妈对我和爸爸和她兄弟姐妹完全不一样 	Potentially
面对裁员,有什么感想？！今天下午，我知道我明天将要被公司战略裁员 	None
老公打呼噜还跟六个月的孩子睡一起,会有什么影响? 	None
最近新浪爱问知识人无法采纳答案,我的好几个问题都要过期了,真是急? 	None
水果吃多了会不会发胖？我想减肥,他们说吃水果会有效果是真的吗?会 	None
急!急!急!有做爱经验者速进我女友总算答应我和她做爱了!可是我们 	None
狗不喜欢什么气味？怎样不让狗往某些地方撒尿？有什么办法驱离狗，让? 	None
每年都有很多人自杀,学生的比例不在少数,为什么是这样?每所高校都 	None
全势力无双武将加成一览谁有？ 	None
“北京人”是怎样被发现的? 	None
HT20砖回弹仪有时轻轻一碰还没按到底弹击锤就铛一声落下了，在使? 	None
雁门清高有没有苦荞醋？ 	None
格斗格斗大家觉得敏格和攻格哪个好?为什么?&gt;(麻烦详细点) 	None
白天喝茶晚上睡不着怎么办?上午喝茶，午休睡不着。下午喝茶，晚上睡 	None
下个剧本CC势力的武将！！ 	None
什么叫气手枪？与手枪的区别？ 	None
请问专家我？我２５岁了混合偏油性皮肤Ｔ字部位毛孔很粗脸上爱长痘， 	None
幽默出句：微风送远水中月 	None
显示器频繁抖动黑屏本人电脑开机就出现显示器抖动黑屏,显卡风扇都重 	None
英语作文如何学的好 	None
云南哪里好玩？旅游景点有哪些？ 	None
为什么我总是耳朵发烧?我总是无缘无故耳朵发烧,而且常常是一只耳朵 	None
车座下面那根生锈了怎么办 	None
想给孩子的房间装修特别一点，有没有好一点的油漆啊？ 	None
卧龙为什么还上不去有谁上去没呢，怎么到现在还显示维护状态呢？？？ 	None
我是男性，乳头正常情况是内凹的，刺激才能挺起来，这是什么问题。我? 	None
HP1000硒鼓如何拆左?的栓子？ 	None
最近新出什么好看的动漫了热血的 	None
求一篇思想政治的论文要求:写一篇[关于大学生思想道德现状产生原因 	None
过年去女友家怎么拜年？过两天要去女友家拜年！！按我的想法，就是买 	None
最近跟微博上看到个倍润，这谁家的？好用么？ 	None
全自动电脑洗车机用于城市洗车，有市场吗？ 	None
以发表过的文章怎么参加活动我已经发表了文章,怎么参加这个活动啊! 	None
hao123桔子浏览器怎么设置右键百度搜索。 	None
敏妖，求助！关于装备我练一敏妖，希望高手指点我应如何装备为佳？我 	None
成人三级英语提问～：）[5]Englishisusedbymor 	None
家里自来水管发出噪音,怎么回事最近家里的水管经常发出“呜呜... 	None
松江怎样去虹桥枢纽比较方便，乘车和开车 	None
47F+3的帕黎恩魔杖能卖多少钱？ 	None
夏天适合用什么面膜夏天太阳很猛，有时候会晒伤脸部皮肤，还有脸部皮 	None
40级宝藏的问题40级宝藏，有同级奶妈陪练，应该穿全身套还是飞龙 	None
成人本科挂名我现在在的学校的信息管理专业是4年脱产成人本科,挂靠 	None
怎么彩虹骑士不能玩了啊今天是06年11月8号我进入了彩虹骑士这个 	None
“楚河汉界”指的是什么地方？ 	None
铜包钢接地线接头怎么做 	None
瑞典SK战队队员除了fisker还有谁？ 	None
成人高考我要考艺术类的学校。请问数学成绩怎么算？算总成绩里的分吗 	None
长盛动态什么时候卖呢？它在高位拼命增仓，是不是在为别人高位接货呢 	None
我的宝宝是不是正常？？？？？我现在怀孕23周了今天单位体验,B超 	None
解决烦恼的最好办法？ 	None
不作为故意杀人罪的社会危害性以及法律对其规定为犯罪的意义.不作为? 	None
600832东方明珠将启动，是真的吗？有专家给予点评吗？ 	None
房屋贷款时交的房贷险的理赔何时保险公司有理赔责任啊？赔给谁？（我 	None
如何画好钢笔画学了建筑老师让我们每天画一幅钢笔画 	None
我国的社会主义市场经济为什么必须面向世界，扩大开放？ 	None
怎么看快本直播 	None
有很多人认为公务员的工作比较枯燥和轻闲，你是怎么看待这个问题的？ 	None
为什么要把9.18日定为国耻日？9.18事变然到比7.7事变意义 	None
异地恋真得就那摸难吗???我该怎么来处理我这段异地的恋情??大家? 	None
08款君越故障码P0013排气凸轮轴位置执行器电磁阀控制电路（缸? 	None
WX高手进！~~~我是新手！我想问下WX的属性点是怎么加的？？？ 	None
那位大哥看看这个软件是不是真实的？软件大小：961KB软件语言： 	None
姚明成熟了吗 	None
氟罗沙星葡萄糖注射液是否对胎儿有影响请问专家:我是7月3号来的月 	None
更新邮票期数记录失败是怎么回事?为什么我点收集邮票却告诉我更新邮 	None
风信子怎么种?对温度.湿度有什么要求?我第一次种风信子,怎么样才 	None
你好！在08年的时候就有偏右头痛，在那个时候以为是眼引起的，检查? 	None
有关慢性咽炎的治疗与保养我有慢性咽炎很久了了，就是喉咙这里有一粒 	None
地幔是固态还是液态？ 	None
宝宝吃迪巧时注意事项有哪些呀？ 	None
怎样止呕吐现象?男生朋友不知为什么一直呕吐? 	None
老公天天搓麻将，我应该怎么办？我老公现在迷上了麻将，刚昨天信誓旦 	None
陈真副官处的位置说在祖龙城找可是也没找到啊?? 	None
女的脸上为什么也会长胡须啊？可能那个也不能叫做胡须，可是有的人长? 	Potentially
白玫瑰放在红墨水中变色吗 	None
买新楼要到售楼处后直接问售楼员看一样叫销控的本子，请问：“销控”? 	None
求广州好的动画培训机构？想在广州学习动画制作 	None
pdf中内置了音频有没有办法将音频提取出来？ 	None
欧洲旅游有人告诉我，在欧洲里，有时候做飞机比坐火车还便宜，是不是 	None
天天喝统一绿茶真的能减肥吗我天天把统一绿茶当水喝这样成吗能减肥吗 	None
野猪5级冲锋抓什么可以学到? 	None
为什么我输QQ验证码老说我输入错误? 	None
睡觉时被子为什么老是往床下掉？每晚睡觉我都要在地上拣几次被子，有 	None
会计报税日期是多少号之前?会计证什么时候年审?什么是年审? 	None
"为什么我每次买""火炮""是都会显示级别不符的字样呢?怎样的等级才能? "	None
眼睛有炎症，怎么办本来我是滴眼药特别蛰，然后在爱问说是因为眼睛有 	None
幼儿多阅读有什么好处 	None
QQ车音响如何改装我喜欢听流行音乐.比较轻柔的.请指教:最好是指 	None
操作工的面试会问些什么呢? 	None
有谁知道华中师范大学长沙研究院怎么样，我在那里读研究生的话，拿的? 	None
咳嗽咳嗽还是咳嗽，谁有妙招能治幼儿咳嗽 	None
医生，我嘴突下巴短，是否该通过玻尿酸注射下巴改善？医生，我想问我 	None
我该怎么办？又是感情　跟他在一起时间不长，只有一年，同居半年，他 	None
如果你喜欢的女生对你说她有喜欢的人了，或是有男朋友了，你会怎么做? 	None
dvd光碟怎么复制到硬盘?需要下载什么软件?具体怎么操作?谢谢! 	None
为什么网络连接到一半就断了我连接成功后，上一下网，看看一些网页， 	None
CD刻录一张光盘上可以压缩刻录上百首歌，想请教下是怎么刻录的？ 	None
汽车报价２００７年１２月买的长城哈弗现在值多少钱？黑色，车身新， 	None
和女友第一次ML用什么样的体位好呢?>.如题谢谢 	None
支付定单为什么密码提示问题我输入中文不可以啊，怎么办啊我问题回答? 	None
谁能给我推荐个好点的环艺手绘的书 	None
怎样练成12级宠?我想知道12级宠是怎么合成的可不可以1+1=2 	None
解释：睥睨天下 	None
在上海拍外景婚纱咋样？ 	None
日本国土面积多大? 	None
清泉老师000998被套,是做高抛低吸还是离场？清泉老师0009 	None
想找一个笔记本电脑测试软件。买二手笔记本电脑用。 	None
中国政府真的那么懦弱吗?好像强,又好像弱! 	None
爱情和事业，我将如何选择？我喜欢的那个女孩并没有对我的事业有什么 	None
大家有什么好看电影介绍，音乐也行 	None
为什么我的帐号被锁定了因今天上午有事外出了.没能与买家及时交易. 	None
UNESCO是什么国际组织的简称？ 	None
狗狗问题狗狗可以水果的果核吗？ 	None
爱过！伤过！心碎过！还要坚持吗 	None
急!高手快来帮忙!!!我的主板不好插显卡为什么?这比一般的主板小 	None
问一个字的读音竹字头,下面一个厂,厂里面一个像虎似的字这个字念什 	None
html怎么用我想做一个网站的时间日期怎么弄呀? 	None
汉中的朋友说说哪家美发店好　？ 	None
寻找专门清洁宠物耳朵的东东？狗狗耳朵里面好脏、好臭，我想给它买些 	None
32岁的女性个人购买社会养老保险有必要吗？女，32岁，在小厂打过 	None
现在白金（铂金）、黄金的价格（每克人民币），纯粹金条有投资价值吗? 	None
用搜狗输入法输出来的还是字母，怎么办？ 	None
二胡吟古月	None
问一下合肥视力矫正手术怎么样呢？ 	None
有没有什么新出的电影最好是恐怖惊悚类的~跪求 	None
包皮龟头炎是什么原因引起的？我的命为什么这么苦啊，我一直都是非常? 	None
请给我推荐一款面膜我今年26岁，混合皮肤且有轻度红血丝，T区会油 	None
个人好奇心问下一区事件前两天看到一区玛F的沁沁雪事件,纯粹个人好 	None
初二数学题目一个钢筋三脚架长分别为20CM,50CM,60CM, 	None
风云2两厢怎么样？值不值购买？C30怎么样？真是纠结中啊~！家用 	None
巨蟹男有恋母情节么?什么是恋母情节?表现在什么事情上呢? 	None
六个月的孩子怎样促进他的智力发展？ 	None
男人做爱后会洗JJ吗? 	None
小平忘记了今天是星期几，于是他去问O、P、Q三人。O回答：“我也? 	None
601099太平洋近期走势如何 	None
二手车评估05年海南马自达323，1.6手动舒适型，行驶5.8万 	None
精灵寻手打钱问题关于寻手去废墟打钱的说法太不一，有的说用腰弩，有 	None
我要减肥!！！！！！！！！！！！！！！！！！！！我现在178CM 	None
我女朋友求的姻缘签，有大仙可以解答？ 	None
QQ堂刷紫钻外挂 	None
这房能盖吗我在自己承包的土地上建了果园,我想在果园中养猪,搞种养 	None
“道行”hang还是xing？昨天晚上看神探狄人杰，武则天念的道? 	None
房产证是男方父母的，离婚时这财产怎样分割？马上要结婚了，他们家要 	None
[阿谜]请猜四字成语一：主犯辩护未获准。 	None
饮食原料的品质受哪些因素影响 	None
具体如何在网上收听BBC 	None
员工个人交通费、通讯费是否应交个调税我公司每月有补贴员工交通、通 	None
有无人识破解手机嘅图案密码啊？？！求大神帮拖[害羞] 	None
婴儿身上长白色癣怎么回事?我家宝宝3个月,头上长有几块指头大小的 	None
八月十五看龙灯歇后语 	None
请问：大排挡炒螺是用什么配料和怎样炒法？谢了！.请问：大排挡炒螺 	None
离婚时房子怎么分割我想问下，我07年结婚，房子是男方婚前买的并付 	None
在真三国无双3中（PC),怎样拿赤兔马？ 	None
FR价格一只成长3.75，有必杀和连击的FR值多少钱？ 	None
李敏姐你好！我想买瑞纳1.4标配的。7.09万值吗？有啥优缺点谈 	None
白盆的是栀子花，蓝盆的好像叫平安竹，这两盆花要怎么养怎么浇水？栀? 	None
河南理工大学，郑州轻工业学院，郑航哪个大学好？ 	None
资本的有机构成是如何影响着资本的周转速度等其他的资本运行 	None
刚生完孩子20天，总发烧不断，奶里面全是硬块怎么办？头一次当妈妈 	None
猜中国米本次赢几个球的？100分！高兴啊！~利单3，中！~庆祝下 	None
南京易尔灵科技公司怎么样？ 	None
减肥健身我要下载一套很好的有氧健身操，请问哪里有下载地址，谢谢！ 	None
博时稳定价值债券投资基金投资组合有何限制？ 	None
清帮我修改一下珍韩现在是职员了，工作很忙，玩儿时间少了，也不睡懒 	None
吃纳豆对糖尿病人有什么好处吗？ 	None
下半身微胖的女生如何穿衣上身很瘦，但是因为下半身（屁股和大腿微胖 	None
求武器出处,知道就说说越详细越好这武器确实诱惑人啊 	None
仙剑3怎么过壁山那的桥啊，我站上去老说重量不够？？？？？？？？ 	None
全力冰小刀该如何加技能点?我是个菜鸟级的丝路新手,看了网上N多帖 	None
怎么给朋友送礼物，让她能高兴？不知道她喜欢什么，但要是能让她高兴 	None
中超联赛结束之际，将迎来一个前所未有的留洋高峰，你认为下面几位球? 	None
那位大哥帮帮我呀!给我一份冀教版或人教版数学暑假生活的答案(八年 	None
